Fuel,Date,CCM,Horse_power,KW,Kms_run,Price,Name
Dízel,2018/12,1 950 cm³,194 LE,143 kW,8 010 km,10 490 000,MERCEDES-BENZ C 220 d 9G-TRONIC FACELIFT! Digit.műszerfal. 360 kamera. Avantgarde és ÁFÁ-s.Nyílt végű!8eKM!
Dízel,2014/6,2 143 cm³,170 LE,125 kW,121 897 km,6 990 000,MERCEDES-BENZ C 220 BlueTEC/d 7G-TRONIC Magyar.1gazdás.Vez.szervízk
Dízel,2017/3,2 143 cm³,170 LE,125 kW,75 000 km,7 990 000,MERCEDES-BENZ C 220 T d 9G-TRONIC Áfá-s
Dízel,2016/8,2 143 cm³,170 LE,125 kW,16 930 km,9 399 000,MERCEDES-BENZ C 220 BlueTEC/d
Dízel,2018/7,2 143 cm³,170 LE,125 kW,22 485 km,9 990 000,MERCEDES-BENZ C 220 d 9G-TRONIC Mo.-i. Garanciális. szervízkönyv!!! ÁFÁS!!!
Dízel,2018/4,2 143 cm³,170 LE,125 kW,40 000 km,10 490 000,MERCEDES-BENZ C 220 d 9G-TRONIC Áfás. ISP. Garancia!
Dízel,2017/8,2 143 cm³,170 LE,125 kW,72 000 km,10 888 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC PLUS ÁFÁS! Coupe! Mo.i. ISP. Garancia. Sok Extra!
Dízel,2018/9,1 950 cm³,194 LE,143 kW,28 541 km,11 590 000,MERCEDES-BENZ C 220 T d 9G-TRONIC mo-i. garancia. ISP. 1 tulajdonos
Dízel,2018/9,1 950 cm³,194 LE,143 kW,5 000 km,11 933 873,MERCEDES-BENZ C 220 d 9G-TRONIC Nettó 9.396.750 Ft + ÁFA
Dízel,2018/3,2 143 cm³,170 LE,125 kW,75 000 km,11 990 000,MERCEDES-BENZ C 220 T d 4Matic 9G-TRONIC Áfás! ISP.AMG Styling!
Dízel,2018/2,2 143 cm³,170 LE,125 kW,42 000 km,12 000 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC M.O.i . ÁFÁS . ISP !
Dízel,2018,1 950 cm³,194 LE,143 kW,18 797 km,12 299 000,MERCEDES-BENZ C 220 T d 9G-TRONIC AMG Line külső6belső!
Dízel,2019/4,1 950 cm³,194 LE,143 kW,20 000 km,12 500 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC M.O.i . ÁFÁS. ISP
Dízel,2019/2,1 950 cm³,194 LE,143 kW,15 000 km,12 560 000,MERCEDES-BENZ C 220 d 9G-TRONIC
Dízel,2018/12,1 950 cm³,194 LE,143 kW,15 981 km,12 990 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC MAGYAR.ÁFÁS. ISP GARANCIA!
Dízel,2018/12,1 950 cm³,194 LE,143 kW,13 277 km,12 990 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC MAGYAR.ÁFÁS. ISP GARANCIA!
Dízel,2018/6,1 950 cm³,194 LE,143 kW,10 000 km,13 082 873,MERCEDES-BENZ C 220 T d 9G-TRONIC Nettó 10.301.474 + 2.781.399 Á
Dízel,2018/12,1 950 cm³,194 LE,143 kW,9 212 km,13 490 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC MAGYAR.ÁFÁS. ISP GARANCIA!
Dízel,2019/4,1 950 cm³,194 LE,143 kW,14 000 km,13 700 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC M.O.i .ÁFÁS .ISP TESZTAUTÓ
Dízel,2018/12,1 950 cm³,194 LE,143 kW,23 233 km,14 490 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC mo-i. áfá-s. garancia. ISP. 1 tulajdonos
Dízel,2018/12,1 950 cm³,194 LE,143 kW,23 535 km,14 490 000,MERCEDES-BENZ C 220 T d 4Matic 9G-TRONIC mo-i. áfá-s. garancia. 1 tulajdonos
Dízel,2019/1,1 950 cm³,194 LE,143 kW,43 000 km,15 300 000,MERCEDES-BENZ C 220 T d 9G-TRONIC ÁFÁS-! ISP !
Dízel,2002,2 148 cm³,143 LE,105 kW,280 325 km,850 000,MERCEDES-BENZ C 220 C CDI . Áfás. klíma
Dízel,2006/11,2 148 cm³,150 LE,110 kW,258 000 km,1 780 000,MERCEDES-BENZ C 220 T CDI Avantgarde (Automata)
Dízel,2005,2 148 cm³,150 LE,110 kW,176 135 km,1 850 000,MERCEDES-BENZ C 220 C CDI . navi. xenon
Dízel,2010/10,2 143 cm³,170 LE,125 kW,231 000 km,2 350 000,MERCEDES-BENZ C 220 T CDI BlueEFFICIENCY Classic
Dízel,2008/10,2 148 cm³,170 LE,125 kW,270 000 km,2 450 000,MERCEDES-BENZ C 220 CDI Elegance Megkimélt állapot!!!
Dízel,2010/9,2 143 cm³,170 LE,125 kW,284 000 km,2 499 000,MERCEDES-BENZ C 220 T CDI BlueEFFICIENCY Elegance NAGY NAVIGÁCIÓ/17ALU+ajándék téli 16-os alufelni garnitúra
Dízel,2010/8,2 143 cm³,170 LE,125 kW,221 334 km,2 550 000,MERCEDES-BENZ C 220 T CDI BlueEFFICIENCY Elegance (Automata)
Dízel,2010,2 148 cm³,170 LE,125 kW,251 238 km,2 600 000,MERCEDES-BENZ C 220 C CDI. automata. navi
Dízel,2007/5,2 148 cm³,170 LE,125 kW,249 001 km,2 661 000,MERCEDES-BENZ C 220 CDI Avantgarde (Automata) Nagyszerviz Felújított Automata váltó!!
Dízel,2008/2,2 148 cm³,170 LE,125 kW,217 000 km,2 999 999,MERCEDES-BENZ C 220 T CDI Avantgarde (Automata)
Dízel,2011/1,2 143 cm³,170 LE,125 kW,249 998 km,2 990 000,MERCEDES-BENZ C 220 T CDI BlueEFFICIENCY Avantgarde (Automata) AMG SPORT/1.TULAJ/GAR.KM
Dízel,2011/2,2 143 cm³,170 LE,125 kW,95 112 km,4 190 000,MERCEDES-BENZ C 220 CDI BlueEFFICIENCY Avantgarde 95e km. kifogástalan
Dízel,2015/3,2 143 cm³,170 LE,125 kW,165 537 km,5 425 000,MERCEDES-BENZ C 220 T BlueTEC/d 7G-TRONIC Háztól eladó!
Dízel,2014/12,2 143 cm³,170 LE,125 kW,211 000 km,6 290 000,MERCEDES-BENZ C 220 T BlueTEC d
Dízel,2014/7,2 143 cm³,170 LE,125 kW,80 230 km,6 500 000,MERCEDES-BENZ C 220 CDI BlueEFFICIENCY Avantgarde (Automata)
Dízel,2014/8,2 143 cm³,170 LE,125 kW,89 000 km,6 800 000,MERCEDES-BENZ C 220 BlueTEC/d 7G-TRONIC AMG Styling! M.O.I. Valós Km!!
Dízel,2015/3,2 143 cm³,170 LE,125 kW,91 225 km,7 400 000,MERCEDES-BENZ C 220 T BlueTEC/d 7G-TRONIC LED fényszóró. Állófűtés
Dízel,2017,2 143 cm³,170 LE,125 kW,41 178 km,9 990 000,MERCEDES-BENZ C 220 d 9G-TRONIC
Dízel,2018/5,1 950 cm³,194 LE,143 kW,39 000 km,11 690 000,MERCEDES-BENZ C 220 d 9G-TRONIC
Dízel,2019,1 950 cm³,194 L,143 kW,0,15 990 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC
Benzin/Gáz,1996/3,2 199 cm³,150 LE,110 kW,214 567 km,160 000,MERCEDES-BENZ C 220 Classic
Dízel,1997/10,2 155 cm³,95 LE,70 kW,490 000 km,170 000,MERCEDES-BENZ C 220 D Elegance
Dízel,1997/1,2 155 cm³,95 LE,70 kW,270 000 km,165 000,MERCEDES-BENZ C 220 D Classic Sole
Dízel,1997,2 155 cm³,95 LE,70 kW,230 000 km,230 000,MERCEDES-BENZ C 220 T D Classic
Dízel,2001/12,2 148 cm³,143 LE,105 kW,280 000 km,299 999,MERCEDES-BENZ C 220 CDI Elegance (Automata)
Dízel,2001/6,2 148 cm³,143 LE,105 kW,261 km,300 000,MERCEDES-BENZ C 220 CDI Classic (Automata)
Dízel,1998/1,2 155 cm³,95 LE,70 kW,262 000 km,320 000,MERCEDES-BENZ C 220 D Classic
Dízel,2000/4,2 151 cm³,125 LE,92 kW,256 230 km,420 000,MERCEDES-BENZ C 220 T CDI Esprit
Dízel,1998,2 155 cm³,95 LE,70 kW,368 000 km,450 000,MERCEDES-BENZ C 220 T D Classic
Dízel,1998/4,2 155 cm³,95 LE,70 kW,222 840 km,325 000,MERCEDES-BENZ C 220 T D Classic
Dízel,2002/3,2 148 cm³,143 LE,105 kW,368 000 km,490 000,MERCEDES-BENZ C 220 CDI Sportcoupe 2év műszaki
Dízel,1996/9,2 155 cm³,95 LE,70 kW,181 000 km,550 000,MERCEDES-BENZ C 220 T D Classic
Dízel,2000/6,2 151 cm³,125 LE,92 kW,201 000 km,560 000,MERCEDES-BENZ C 220 CDI Classic Műszakilag tökéletes!Irányár
Dízel,2000/6,2 151 cm³,125 LE,92 kW,244 000 km,565 000,MERCEDES-BENZ C 220 CDI Elegance
Dízel,1996,2 155 cm³,95 LE,70 kW,1 km,590 000,MERCEDES-BENZ C 220 D Elegance
Dízel,2001/9,2 148 cm³,143 LE,105 kW,245 000 km,600 000,MERCEDES-BENZ C 220 CDI Sportcoupe
Dízel,1997/8,2 155 cm³,95 LE,70 kW,440 000 km,620 000,MERCEDES-BENZ C 220 D Classic
Dízel,2000/12,2 148 cm³,143 LE,105 kW,324 000 km,650 000,MERCEDES-BENZ C 220 CDI Classic
Dízel,1997/4,2 155 cm³,95 LE,70 kW,114 000 km,650 000,MERCEDES-BENZ C 220 D Classic
Dízel,1999,2 151 cm³,125 LE,92 kW,316 769 km,650 000,MERCEDES-BENZ C 220 T CDI Elegance
Dízel,2002,2 148 cm³,143 LE,105 kW,420 000 km,650 000,MERCEDES-BENZ C 220 T CDI Classic
Dízel,2001/12,2 148 cm³,143 LE,105 kW,450 000 km,650 000,MERCEDES-BENZ C 220 T CDI Elegance
Dízel,2001/7,2 148 cm³,143 LE,105 kW,312 444 km,350 000,MERCEDES-BENZ C 220 CDI Sportcoupe
Dízel,2000/1,2 151 cm³,125 LE,92 kW,260 000 km,650 000,MERCEDES-BENZ C 220 T CDI Elegance
Benzin,1994/6,2 199 cm³,150 LE,110 kW,274 570 km,650 000,MERCEDES-BENZ C 220 Elegance Nagyon szép!!
Dízel,2002/4,2 148 cm³,143 LE,105 kW,333 000 km,690 000,MERCEDES-BENZ C 220 CDI Sportcoupe Sequentronic 2 ÉV MŰSZAKI
Dízel,1999/6,2 151 cm³,125 LE,92 kW,327 000 km,690 000,MERCEDES-BENZ C 220 CDI Classic
Dízel,2002/11,2 148 cm³,143 LE,105 kW,400 000 km,699 000,MERCEDES-BENZ C 220 CDI Avantgarde (Automata) SZÉP ÁLLAPOT.KITŰNŐ MOTOR.DIGITKLÍMA
Dízel,2002/6,2 148 cm³,143 LE,105 kW,218 000 km,699 000,MERCEDES-BENZ C 220 T CDI Elegance (Automata)
Dízel,2003/1,2 148 cm³,143 LE,105 kW,276 000 km,700 000,MERCEDES-BENZ C 220 T CDI Avantgarde (Automata)
Dízel,2000/2,2 151 cm³,125 LE,92 kW,304 000 km,719 000,MERCEDES-BENZ C 220 T CDI Elegance
Dízel,2001,2 148 cm³,143 LE,105 kW,350 000 km,720 000,MERCEDES-BENZ C 220 T CDI Avantgarde
Dízel,2003/12,2 148 cm³,143 LE,105 kW,419 480 km,750 000,MERCEDES-BENZ C 220 T CDI Elegance (Automata)
Dízel,1999,2 151 cm³,125 LE,92 kW,313 000 km,760 000,MERCEDES-BENZ C 220 T CDI Classic
Dízel,1999/12,2 151 cm³,125 LE,92 kW,130 000 km,798 000,MERCEDES-BENZ C 220 CDI Esprit
Dízel,2003/3,2 148 cm³,143 LE,105 kW,392 000 km,799 000,MERCEDES-BENZ C 220 T CDI Classic (Automata)
Dízel,2001/6,2 148 cm³,143 LE,105 kW,320 000 km,849 000,MERCEDES-BENZ C 220 T CDI Elegance Cserelehetőség!!! Klímás!
Dízel,1997/10,2 155 cm³,95 LE,70 kW,178 000 km,850 000,MERCEDES-BENZ C 220 D Classic
Dízel,2000/2,2 151 cm³,125 LE,92 kW,299 000 km,850 000,MERCEDES-BENZ C 220 CDI Esprit
Dízel,2002,2 148 cm³,143 LE,105 kW,291 000 km,850 000,MERCEDES-BENZ C 220 CDI Elegance
Benzin,1995/2,2 199 cm³,150 LE,110 kW,185 000 km,570 000,MERCEDES-BENZ C 220 Elegance
Dízel,2002/10,2 148 cm³,143 LE,105 kW,249 000 km,869 000,MERCEDES-BENZ C 220 T CDI Avantgarde (Automata) Rozsdamentes! 17coll!
Dízel,2002/1,2 148 cm³,143 LE,105 kW,280 500 km,870 000,MERCEDES-BENZ C 220 CDI Sportcoupe (Automata)
Dízel,2001,2 148 cm³,143 LE,105 kW,230 000 km,879 000,MERCEDES-BENZ C 220 CDI Elegance
Dízel,2002/11,2 148 cm³,143 LE,105 kW,280 000 km,890 000,MERCEDES-BENZ C 220 CDI Sportcoupe (Automata)
Dízel,2001/7,2 148 cm³,143 LE,105 kW,258 400 km,700 000,MERCEDES-BENZ C 220 CDI Classic
Dízel,2003/12,2 148 cm³,143 LE,105 kW,286 000 km,890 000,MERCEDES-BENZ C 220 T CDI Avantgarde
Dízel,2003,2 148 cm³,143 LE,105 kW,231 124 km,890 000,MERCEDES-BENZ C 220
Dízel,2003/11,2 148 cm³,143 LE,105 kW,289 000 km,899 000,MERCEDES-BENZ C 220 CDI Elegance (Automata)
Dízel,2003/1,2 148 cm³,143 LE,105 kW,264 000 km,699 000,MERCEDES-BENZ C 220 CDI Avantgarde
Dízel,2001/3,2 148 cm³,143 LE,105 kW,274 000 km,899 000,MERCEDES-BENZ C 220 CDI Sportcoupe AUTÓ+MOTOR BESZÁMÍTÁS!
Dízel,2002/12,2 148 cm³,143 LE,105 kW,267 700 km,900 000,MERCEDES-BENZ C 220 T CDI Classic
Dízel,2005/5,2 148 cm³,150 LE,110 kW,286 200 km,750 000,MERCEDES-BENZ C 220 CDI Elegance (Automata)
Dízel,1996/1,2 155 cm³,95 LE,70 kW,146 000 km,900 000,MERCEDES-BENZ C 220 D Classic Sole
Dízel,2001/5,2 148 cm³,143 LE,105 kW,279 000 km,935 000,MERCEDES-BENZ C 220 CDI Avantgarde (Automata)
Dízel,2002/6,2 148 cm³,143 LE,105 kW,350 000 km,949 000,MERCEDES-BENZ C 220 T CDI Elegance Szép állapotban!Szervizelt!
Dízel,2001/1,2 151 cm³,125 LE,92 kW,184 000 km,949 000,MERCEDES-BENZ C 220 T CDI Classic ÖNERŐ NÉLKÜL ELVIHETŐ!! 18.000 FT TÖRLESZTŐ SZERVÍZKÖNYVES!!
Dízel,2002/12,2 148 cm³,143 LE,105 kW,184 000 km,949 000,MERCEDES-BENZ C 220 CDI Sportcoupe
Dízel,2002,2 148 cm³,143 LE,105 kW,271 750 km,950 000,MERCEDES-BENZ C 220 CDI Classic (Automata)
Dízel,2003/2,2 148 cm³,143 LE,105 kW,282 500 km,950 000,MERCEDES-BENZ C 220 CDI Avantgarde (Automata)
Dízel,2000/3,2 151 cm³,125 LE,92 kW,370 990 km,950 000,MERCEDES-BENZ C 220 CDI Classic Megkímélt állapot
Dízel,2003/8,2 148 cm³,143 LE,105 kW,369 000 km,979 000,MERCEDES-BENZ C 220 T CDI Classic (Automata)
Dízel,2006/6,2 148 cm³,150 LE,110 kW,115 000 km,990 000,MERCEDES-BENZ C 220 T CDI Classic (Automata)
Dízel,1998/7,2 151 cm³,125 LE,92 kW,345 000 km,990 000,MERCEDES-BENZ C 220 CDI Elegance
Dízel,2002/4,2 148 cm³,143 LE,105 kW,195 000 km,990 000,MERCEDES-BENZ C 220 T CDI Classic (Automata)
Dízel,2002,2 148 cm³,143 LE,105 kW,236 300 km,999 000,MERCEDES-BENZ C 220 CDI Classic (Automata)
Dízel,2003/8,2 148 cm³,143 LE,105 kW,202 887 km,999 000,MERCEDES-BENZ C 220 CDI Classic
Dízel,1999/9,2 151 cm³,125 LE,92 kW,197 000 km,999 000,MERCEDES-BENZ C 220 CDI Classic 197ekm!Original!
Dízel,2004/7,2 148 cm³,150 LE,110 kW,275 211 km,999 500,MERCEDES-BENZ C 220 T CDI Classic
Dízel,2001/5,2 148 cm³,143 LE,105 kW,235 000 km,999 990,MERCEDES-BENZ C 220 CDI Sportcoupe Sequentronic 203 CL
Dízel,1996/7,2 155 cm³,95 LE,70 kW,179 000 km,999 999,MERCEDES-BENZ C 220 D Elegance Csere érdekel !!
Dízel,2004/2,2 148 cm³,143 LE,105 kW,347 453 km,1 000 000,MERCEDES-BENZ C 220 CDI Elegance (Automata)
Dízel,2006,2 148 cm³,150 LE,110 kW,434 000 km,1 050 000,MERCEDES-BENZ C 220 T CDI Avantgarde
Dízel,2002,2 148 cm³,143 LE,105 kW,397 000 km,1 050 000,MERCEDES-BENZ C 220 T CDI Elegance Megkímélt állapot!
Dízel,2002/1,2 148 cm³,143 LE,105 kW,315 000 km,1 050 000,MERCEDES-BENZ C 220 CDI Avantgarde
Dízel,2004/4,2 148 cm³,143 LE,105 kW,331 216 km,1 050 000,MERCEDES-BENZ C 220 T CDI Avantgarde Szép llapot.rozsdamentes.Magánszemély!!
Dízel,2002/4,2 148 cm³,143 LE,105 kW,248 000 km,1 050 000,MERCEDES-BENZ C 220 CDI Sportcoupe (Automata)
Dízel,2003/7,2 148 cm³,143 LE,105 kW,237 028 km,950 000,MERCEDES-BENZ C 220 CDI Classic
Dízel,2003/1,2 148 cm³,143 LE,105 kW,191 860 km,1 080 000,MERCEDES-BENZ C 220 T CDI Classic (Automata)
Dízel,2004/7,2 148 cm³,150 LE,110 kW,284 000 km,1 089 000,MERCEDES-BENZ C 220 CDI Classic
Dízel,2001/9,2 148 cm³,143 LE,105 kW,132 000 km,1 090 000,MERCEDES-BENZ C 220 CDI Sportcoupe (Automata)
Dízel,2006/3,2 148 cm³,150 LE,110 kW,300 000 km,1 099 000,MERCEDES-BENZ C 220 CDI Classic
Dízel,2004/3,2 148 cm³,143 LE,105 kW,270 000 km,1 099 000,MERCEDES-BENZ C 220 T CDI Avantgarde
Dízel,2004/4,2 148 cm³,143 LE,105 kW,240 000 km,1 099 000,MERCEDES-BENZ C 220 T CDI Elegance (Automata)
Dízel,2003/8,2 148 cm³,143 LE,105 kW,300 000 km,1 150 000,MERCEDES-BENZ C 220 CDI Classic
Dízel,2005/6,2 148 cm³,150 LE,110 kW,380 000 km,1 150 000,MERCEDES-BENZ C 220 T CDI Avantgarde (Automata)
Dízel,2001/6,2 148 cm³,143 LE,105 kW,213 287 km,1 150 000,MERCEDES-BENZ C 220 T CDI Elegance (Automata)
Dízel,2002,2 148 cm³,143 LE,105 kW,280 000 km,1 050 000,MERCEDES-BENZ C 220 T CDI Classic
Dízel,2002/3,2 148 cm³,143 LE,105 kW,218 000 km,1 150 000,MERCEDES-BENZ C 220 CDI Sportcoupe
Dízel,2004/12,2 200 cm³,143 LE,105 kW,298 000 km,1 199 000,MERCEDES-BENZ C 220 T CDI CLASSIC NAVI ÜLÉSFŰTÉS FRISS MŰSZAKI
Dízel,2005/3,2 148 cm³,150 LE,110 kW,198 600 km,1 199 000,MERCEDES-BENZ C 220 T CDI Classic (Automata) Xenon
Dízel,1998,2 151 cm³,125 LE,92 kW,326 415 km,1 200 000,MERCEDES-BENZ C 220 T CDI Elegance
Dízel,2001,2 148 cm³,143 LE,105 kW,194 300 km,1 200 000,MERCEDES-BENZ C 220 CDI Sportcoupe (Automata)
